OrderID,CustomerID,ProductID,OrderDate,ShippedDate,Quantity,PaymentMethod
S1022,C216,P06,2025-11-02,2025-11-06,5,USSD
S1023,C33,P52,2025-02-11,2025-02-13,3,OPay
S1024,C39,P06,2025-10-27,2025-10-30,3,Apple Pay
S1025,C150,P52,2025-09-02,,4,Apple Pay
S1026,C207,P23,2025-02-01,2025-02-11,5,OPay
S1027,C186,P64,2025-10-10,2025-10-15,2,Paystack
S1028,C247,P59,2025-01-03,2025-01-06,2,Paystack
S1029,C158,P08,2025-08-24,,4,PalmPay
S1030,C159,P06,2025-12-15,2025-12-20,4,Bank Transfer
S1031,C95,P28,2025-09-09,,4,OPay
S1032,C227,P48,2025-10-02,2025-10-08,2,Debit Card
S1033,C197,P49,2025-09-25,,3,Google Pay
S1034,C51,P54,2025-08-13,2025-08-21,4,Kuda
S1035,C274,P47,2025-04-01,,2,PalmPay
S1036,C14,P41,2025-06-24,,4,Gift Card
S1037,C41,P53,2025-04-26,2025-04-27,3,USSD
S1038,C06,P27,2025-05-31,,2,Google Pay
S1039,C126,P01,2025-12-01,2025-12-05,1,Moniepoint
S1040,C94,P55,2025-11-21,,2,Flutterwave
S1041,C186,P10,2025-04-27,2025-04-30,2,OPay
S1042,C75,P06,2025-10-10,2025-10-14,2,PayPal
S1043,C11,P12,2025-05-27,2025-05-29,2,Apple Pay
S1044,C45,P49,2025-11-15,2025-11-17,1,Paystack
S1045,C95,P44,2025-01-22,2025-01-31,2,Paystack
S1046,C227,P26,2025-07-12,2025-07-16,1,PayPal
S1047,C39,P05,2025-10-30,2025-11-04,2,Debit Card
S1048,C165,P04,2025-04-12,2025-04-20,3,Google Pay
S1049,C136,P21,2025-10-17,2025-10-26,2,Apple Pay
S1050,C128,P67,2025-08-23,2025-08-31,1,OPay
S1051,C173,P53,2025-04-17,2025-04-24,1,OPay
S1052,C262,P28,2025-12-14,2025-12-23,2,Moniepoint
S1053,C159,P13,2025-07-18,2025-07-28,4,Apple Pay
S1054,C26,P15,2025-01-16,2025-01-23,3,Apple Pay
S1055,C51,P18,2025-03-16,2025-03-26,2,OPay
S1056,C278,P34,2025-12-28,2026-01-07,3,Gift Card
S1057,C300,P39,2025-11-24,2025-11-26,3,Debit Card
S1058,C14,P41,2025-10-01,,3,Kuda
S1059,C225,P11,2025-02-09,,5,Debit Card
S1060,C272,P70,2025-06-25,2025-06-28,2,OPay
S1061,C268,P19,2025-12-29,2026-01-07,2,Kuda
S1062,C131,P01,2025-02-10,2025-02-11,1,PayPal
S1063,C279,P24,2025-02-28,,5,Paystack
S1064,C106,P31,2025-01-16,2025-01-20,2,Kuda
S1065,C11,P62,2025-07-10,2025-07-11,5,PayPal
S1066,C22,P04,2025-07-21,2025-07-30,5,Bank Transfer
S1067,C279,P33,2025-12-28,2026-01-05,3,Google Pay
S1068,C134,P68,2025-10-10,2025-10-20,4,Moniepoint
S1069,C253,P17,2025-02-24,2025-03-05,5,Debit Card
S1070,C94,P51,2025-01-06,2025-01-10,2,Flutterwave
S1071,C74,P25,2025-03-31,2025-04-02,1,Moniepoint
S1072,C30,P45,2025-11-11,,1,Flutterwave
S1073,C135,P04,2025-01-18,2025-01-24,3,PayPal
S1074,C04,P02,2025-09-25,2025-10-04,4,PayPal
S1075,C295,P45,2025-04-21,2025-04-27,4,Kuda
S1076,C282,P16,2025-04-30,2025-05-05,2,Gift Card
S1077,C116,P62,2025-10-16,2025-10-24,4,OPay
S1078,C02,P40,2025-04-16,,1,Kuda
S1079,C200,P44,2025-05-15,2025-05-24,2,Paystack
S1080,C114,P68,2025-03-16,2025-03-26,3,OPay
S1081,C282,P63,2025-06-21,2025-06-28,5,Bank Transfer
S1082,C214,P28,2025-03-09,2025-03-10,1,PayPal
S1083,C276,P49,2025-03-11,,3,PalmPay
S1084,C251,P33,2025-04-27,2025-05-01,3,Debit Card
S1085,C05,P14,2025-09-07,2025-09-13,1,Google Pay
S1086,C114,P67,2025-09-08,2025-09-14,2,Debit Card
S1087,C73,P42,2025-09-09,2025-09-11,4,OPay
S1088,C251,P63,2025-03-01,2025-03-11,4,Paystack
S1089,C155,P14,2025-12-23,2026-01-01,5,PayPal
S1090,C195,P06,2025-08-12,2025-08-20,3,PayPal
S1091,C45,P35,2025-06-11,2025-06-17,1,OPay
S1092,C26,P42,2025-02-22,2025-03-04,2,Debit Card
S1093,C247,P62,2025-08-04,2025-08-06,4,OPay
S1094,C128,P17,2025-02-18,2025-02-20,4,PalmPay
S1095,C285,P58,2025-04-16,2025-04-20,3,Apple Pay
S1096,C145,P67,2025-04-12,2025-04-18,1,PalmPay
S1097,C270,P14,2025-03-13,2025-03-16,4,PalmPay
S1098,C257,P33,2025-04-10,2025-04-20,4,Debit Card
S1099,C274,P45,2025-02-22,2025-02-28,1,Paystack
S1100,C276,P08,2025-12-05,2025-12-14,5,OPay
S1101,C228,P46,2025-04-24,2025-05-04,3,Gift Card
S1102,C145,P02,2025-10-14,2025-10-22,3,Bank Transfer
S1103,C269,P56,2025-05-11,2025-05-18,2,Bank Transfer
S1104,C110,P08,2025-07-18,2025-07-22,2,PalmPay
S1105,C56,P36,2025-03-21,2025-03-23,3,Apple Pay
S1106,C231,P18,2025-09-08,,4,USSD
S1107,C204,P68,2025-03-19,2025-03-24,1,PalmPay
S1108,C230,P12,2025-07-23,,4,PalmPay
S1109,C46,P03,2025-05-08,2025-05-17,2,OPay
S1110,C288,P61,2025-01-02,2025-01-10,5,Debit Card
S1111,C20,P66,2025-06-21,2025-06-24,4,Moniepoint
S1112,C54,P16,2025-06-13,2025-06-20,4,PalmPay
S1113,C162,P08,2025-06-14,2025-06-24,1,Google Pay
S1114,C264,P41,2025-07-15,2025-07-16,3,PayPal
S1115,C163,P62,2025-07-15,,3,Debit Card
S1116,C95,P51,2025-11-12,2025-11-15,3,OPay
S1117,C157,P20,2025-07-31,,3,Kuda
S1118,C200,P12,2025-05-30,,5,Gift Card
S1119,C105,P09,2025-05-07,2025-05-10,2,OPay
S1120,C151,P35,2025-10-17,2025-10-23,5,PayPal
S1121,C229,P11,2025-08-02,2025-08-10,5,Debit Card
S1122,C103,P50,2025-06-30,2025-07-01,2,Gift Card
S1123,C204,P01,2025-09-11,,4,Flutterwave
S1124,C139,P64,2025-07-10,2025-07-18,2,Apple Pay
S1125,C108,P38,2025-05-19,2025-05-29,3,Gift Card
S1126,C98,P06,2025-07-10,2025-07-13,4,PayPal
S1127,C116,P49,2025-03-29,2025-04-03,5,Apple Pay
S1128,C163,P10,2025-12-14,2025-12-16,4,USSD
S1129,C150,P19,2025-08-10,2025-08-18,1,Kuda
S1130,C216,P17,2025-08-30,2025-08-31,3,PayPal
S1131,C274,P20,2025-12-24,2025-12-26,5,USSD
S1132,C06,P39,2025-06-14,2025-06-19,1,Google Pay
S1133,C196,P47,2025-10-28,2025-11-04,3,Debit Card
S1134,C70,P55,2025-10-31,2025-11-05,2,Gift Card
S1135,C70,P13,2025-07-25,2025-07-31,3,Google Pay
S1136,C255,P19,2025-09-30,,2,PalmPay
S1137,C111,P40,2025-07-01,2025-07-04,1,USSD
S1138,C140,P38,2025-01-09,2025-01-10,3,Gift Card
S1139,C247,P20,2025-10-18,2025-10-26,5,PayPal
S1140,C247,P64,2025-06-10,2025-06-18,4,Bank Transfer
S1141,C186,P27,2025-07-12,2025-07-19,1,Google Pay
S1142,C280,P14,2025-07-15,,4,Flutterwave
S1143,C183,P70,2025-05-26,,1,Debit Card
S1144,C183,P47,2025-07-27,2025-08-04,4,Flutterwave
S1145,C36,P70,2025-03-21,2025-03-25,5,Gift Card
S1146,C144,P47,2025-09-08,2025-09-15,4,Apple Pay
S1147,C75,P23,2025-05-03,2025-05-10,5,Flutterwave
S1148,C234,P42,2025-06-03,2025-06-07,3,Debit Card
S1149,C258,P14,2025-05-24,2025-05-29,1,Paystack
S1150,C21,P29,2025-12-06,2025-12-13,4,Gift Card
S1151,C226,P32,2025-07-05,2025-07-10,3,Bank Transfer
S1152,C54,P27,2025-12-08,2025-12-10,5,Paystack
S1153,C203,P39,2025-03-11,,4,Gift Card
S1154,C244,P33,2025-03-05,,5,Gift Card
S1155,C226,P24,2025-01-02,2025-01-12,3,PayPal
S1156,C13,P07,2025-06-16,2025-06-26,3,Google Pay
S1157,C62,P49,2025-04-11,2025-04-13,5,Google Pay
S1158,C185,P55,2025-01-05,2025-01-12,5,Flutterwave
S1159,C126,P31,2025-07-29,2025-07-30,5,PayPal
S1160,C126,P17,2025-09-03,,3,OPay
S1161,C86,P05,2025-02-24,2025-03-02,5,Apple Pay
S1162,C56,P37,2025-02-02,2025-02-08,3,Debit Card
S1163,C209,P20,2025-05-30,2025-06-09,4,Google Pay
S1164,C31,P07,2025-06-13,2025-06-15,3,PayPal
S1165,C213,P21,2025-07-26,2025-07-27,1,Bank Transfer
S1166,C269,P05,2025-11-23,2025-11-29,5,Paystack
S1167,C207,P64,2025-07-23,,3,Kuda
S1168,C182,P69,2025-06-26,2025-07-03,4,OPay
S1169,C24,P25,2025-11-29,2025-12-04,1,Flutterwave
S1170,C189,P32,2025-03-01,2025-03-05,2,Apple Pay
S1171,C198,P29,2025-09-05,2025-09-10,3,Debit Card
S1172,C94,P59,2025-04-14,2025-04-22,1,Debit Card
S1173,C123,P26,2025-12-23,2025-12-31,5,PalmPay
S1174,C61,P66,2025-07-23,2025-07-31,3,Gift Card
S1175,C85,P07,2025-05-08,2025-05-14,1,Paystack
S1176,C269,P10,2025-03-02,2025-03-10,4,Kuda
S1177,C295,P14,2025-11-09,2025-11-18,5,Moniepoint
S1178,C136,P14,2025-12-03,2025-12-12,1,Paystack
S1179,C209,P03,2025-04-28,2025-05-06,2,Moniepoint
S1180,C261,P15,2025-04-20,2025-04-30,1,Moniepoint
S1181,C109,P21,2025-12-18,2025-12-22,1,Moniepoint
S1182,C43,P23,2025-10-04,2025-10-10,4,Paystack
S1183,C05,P68,2025-05-10,2025-05-11,1,PayPal
S1184,C258,P22,2025-08-26,2025-08-28,5,Bank Transfer
S1185,C197,P11,2025-03-13,2025-03-21,2,Flutterwave
S1186,C224,P15,2025-06-19,,4,PalmPay
S1187,C159,P17,2025-07-14,2025-07-16,1,USSD
S1188,C66,P18,2025-03-28,2025-04-03,2,Google Pay
S1189,C24,P67,2025-02-23,2025-02-28,3,Debit Card
S1190,C282,P54,2025-09-15,2025-09-16,3,Moniepoint
S1191,C212,P18,2025-11-01,2025-11-07,4,Moniepoint
S1192,C295,P37,2025-02-24,,4,Paystack
S1193,C213,P58,2025-12-02,,4,Debit Card
S1194,C57,P13,2025-07-23,2025-08-01,1,Bank Transfer
S1195,C258,P54,2025-04-19,,4,PalmPay
S1196,C57,P55,2025-11-07,2025-11-13,5,Bank Transfer
S1197,C13,P39,2025-12-18,2025-12-21,3,PayPal
S1198,C164,P13,2025-06-11,2025-06-13,3,Flutterwave
S1199,C94,P63,2025-11-01,2025-11-02,3,Debit Card
S1200,C271,P62,2025-10-19,,3,OPay
S1201,C229,P70,2025-01-23,,1,Apple Pay
S1202,C131,P20,2025-11-26,,2,Kuda
S1203,C05,P52,2025-02-09,2025-02-18,1,Apple Pay
S1204,C276,P11,2025-10-17,,1,Google Pay
S1205,C35,P47,2025-04-11,2025-04-19,1,PayPal
S1206,C45,P37,2025-08-31,2025-09-09,4,Google Pay
S1207,C205,P65,2025-07-10,2025-07-13,3,Moniepoint
S1208,C55,P59,2025-03-14,2025-03-23,1,Bank Transfer
S1209,C226,P28,2025-08-12,,1,PayPal
S1210,C198,P26,2025-04-12,2025-04-21,5,Kuda
S1211,C195,P24,2025-11-14,2025-11-24,2,Debit Card
S1212,C110,P07,2025-10-29,2025-11-07,4,PalmPay
S1213,C277,P59,2025-05-30,2025-06-07,1,Kuda
S1214,C24,P51,2025-06-14,2025-06-20,2,Moniepoint
S1215,C87,P45,2025-09-24,,5,Paystack
S1216,C63,P42,2025-10-18,2025-10-28,2,Google Pay
S1217,C209,P17,2025-07-20,,1,Flutterwave
S1218,C14,P36,2025-07-28,2025-08-06,5,USSD
S1219,C36,P43,2025-02-07,2025-02-13,3,Google Pay
S1220,C28,P60,2025-05-12,2025-05-18,5,Google Pay
S1221,C07,P60,2025-03-04,2025-03-06,5,Kuda
S1222,C105,P60,2025-08-01,,5,PayPal
S1223,C228,P07,2025-05-06,2025-05-09,3,Google Pay
S1224,C272,P41,2025-12-12,,5,Moniepoint
S1225,C291,P48,2025-05-13,2025-05-23,3,Debit Card
S1226,C272,P17,2025-04-04,2025-04-13,2,PayPal
S1227,C57,P02,2025-01-25,2025-02-04,4,Kuda
S1228,C203,P70,2025-12-17,2025-12-19,4,Bank Transfer
S1229,C280,P21,2025-10-11,,2,Moniepoint
S1230,C189,P49,2025-06-26,2025-06-28,5,OPay
S1231,C123,P63,2025-07-13,2025-07-19,5,Paystack
S1232,C258,P13,2025-05-10,,1,Flutterwave
S1233,C04,P49,2025-11-12,2025-11-20,4,Moniepoint
S1234,C221,P12,2025-01-10,2025-01-15,2,PayPal
S1235,C248,P52,2025-02-11,2025-02-12,2,Kuda
S1236,C69,P07,2025-03-19,2025-03-24,2,Debit Card
S1237,C238,P60,2025-07-26,2025-08-05,2,USSD
S1238,C204,P57,2025-09-15,2025-09-22,3,Google Pay
S1239,C219,P24,2025-01-29,2025-02-08,1,OPay
S1240,C258,P61,2025-10-14,2025-10-16,2,Google Pay
S1241,C269,P09,2025-05-17,,1,Debit Card
S1242,C175,P70,2025-04-10,2025-04-14,3,Debit Card
S1243,C18,P26,2025-02-07,,5,Apple Pay
S1244,C229,P50,2025-08-26,2025-09-05,2,USSD
S1245,C55,P44,2025-12-10,2025-12-18,5,Debit Card
S1246,C136,P43,2025-09-01,2025-09-06,4,PayPal
S1247,C130,P68,2025-07-24,2025-07-31,4,Apple Pay
S1248,C19,P23,2025-05-12,2025-05-20,4,Gift Card
S1249,C134,P04,2025-04-27,2025-05-04,4,USSD
S1250,C269,P69,2025-09-16,,1,USSD
S1251,C124,P69,2025-08-13,2025-08-16,2,Moniepoint
S1252,C185,P35,2025-09-23,2025-10-01,3,Gift Card
S1253,C56,P11,2025-01-07,,1,OPay
S1254,C04,P01,2025-07-06,2025-07-12,1,Moniepoint
S1255,C183,P33,2025-10-05,2025-10-13,4,Google Pay
S1256,C239,P62,2025-05-17,2025-05-23,2,USSD
S1257,C133,P51,2025-11-24,2025-11-27,1,OPay
S1258,C128,P42,2025-05-15,2025-05-21,3,Apple Pay
S1259,C174,P51,2025-07-08,2025-07-18,4,Bank Transfer
S1260,C56,P65,2025-07-07,2025-07-13,2,Kuda
S1261,C166,P35,2025-07-07,2025-07-10,5,Kuda
S1262,C111,P12,2025-12-22,2025-12-26,5,Kuda
S1263,C196,P18,2025-02-16,,1,USSD
S1264,C133,P30,2025-09-27,2025-10-03,5,Debit Card
S1265,C272,P16,2025-12-23,2025-12-29,1,Kuda
S1266,C209,P56,2025-11-03,2025-11-04,3,OPay
S1267,C255,P60,2025-08-05,2025-08-06,4,Kuda
S1268,C291,P56,2025-11-08,2025-11-13,5,Apple Pay
S1269,C271,P53,2025-01-02,2025-01-03,4,Gift Card
S1270,C145,P57,2025-05-30,2025-06-01,1,Gift Card
S1271,C271,P07,2025-09-08,2025-09-16,1,Flutterwave
S1272,C159,P39,2025-11-24,2025-12-01,1,USSD
S1273,C228,P56,2025-05-29,2025-05-30,3,USSD
S1274,C300,P61,2025-03-27,2025-03-28,5,PalmPay
S1275,C258,P67,2025-08-06,2025-08-08,5,Moniepoint
S1276,C114,P64,2025-08-30,2025-09-01,4,Apple Pay
S1277,C09,P23,2025-07-27,2025-08-04,2,Paystack
S1278,C144,P69,2025-08-08,2025-08-09,2,PayPal
S1279,C269,P06,2025-09-26,2025-09-28,5,PalmPay
S1280,C229,P24,2025-10-06,2025-10-08,2,Kuda
S1281,C252,P57,2025-03-01,2025-03-04,3,Bank Transfer
S1282,C221,P29,2025-03-16,2025-03-26,4,OPay
S1283,C62,P15,2025-04-13,2025-04-15,2,OPay
S1284,C13,P11,2025-03-13,2025-03-22,4,PalmPay
S1285,C250,P65,2025-05-05,2025-05-06,4,Google Pay
S1286,C229,P66,2025-02-26,2025-03-05,1,PayPal
S1287,C239,P39,2025-10-07,2025-10-10,4,PayPal
S1288,C153,P50,2025-05-27,2025-05-31,2,USSD
S1289,C130,P30,2025-06-07,2025-06-12,5,Kuda
S1290,C115,P32,2025-06-14,,3,USSD
S1291,C54,P04,2025-12-08,2025-12-17,5,OPay
S1292,C212,P34,2025-10-04,2025-10-06,4,Kuda
S1293,C229,P41,2025-04-05,,4,Apple Pay
S1294,C296,P56,2025-05-17,2025-05-26,4,Paystack
S1295,C134,P17,2025-06-02,,1,USSD
S1296,C161,P05,2025-11-28,2025-12-01,3,Kuda
S1297,C110,P49,2025-10-21,2025-10-28,2,PayPal
S1298,C105,P58,2025-06-16,2025-06-24,4,Paystack
S1299,C285,P26,2025-12-27,2026-01-05,2,Flutterwave
S1300,C221,P06,2025-08-18,2025-08-24,2,Kuda
S1301,C130,P68,2025-08-11,2025-08-15,4,Apple Pay
S1302,C224,P04,2025-07-05,2025-07-14,4,Flutterwave
S1303,C74,P59,2025-10-18,2025-10-27,1,Google Pay
S1304,C182,P32,2025-04-30,2025-05-05,3,Flutterwave
S1305,C164,P05,2025-01-12,,5,Flutterwave
S1306,C81,P40,2025-10-11,2025-10-20,2,Kuda
S1307,C20,P30,2025-11-21,2025-11-23,3,Google Pay
S1308,C229,P24,2025-03-16,2025-03-20,3,OPay
S1309,C236,P31,2025-03-13,2025-03-22,5,PayPal
S1310,C274,P62,2025-04-20,2025-04-24,5,Kuda
S1311,C31,P28,2025-06-15,2025-06-19,5,Bank Transfer
S1312,C153,P69,2025-05-05,2025-05-13,2,USSD
S1313,C75,P03,2025-08-09,2025-08-16,4,USSD
S1314,C124,P62,2025-04-20,2025-04-22,3,Bank Transfer
S1315,C234,P55,2025-07-09,2025-07-13,2,Moniepoint
S1316,C126,P36,2025-08-02,,2,OPay
S1317,C13,P17,2025-07-24,2025-08-02,5,Bank Transfer
S1318,C73,P04,2025-04-23,2025-05-01,4,PalmPay
S1319,C45,P22,2025-04-05,2025-04-08,5,Kuda
S1320,C274,P08,2025-04-15,2025-04-21,4,Bank Transfer
S1321,C09,P06,2025-07-08,,4,PayPal
S1322,C39,P54,2025-08-10,2025-08-11,2,Bank Transfer
S1323,C73,P21,2025-10-14,2025-10-17,1,PayPal
S1324,C276,P56,2025-08-04,2025-08-10,1,PayPal
S1325,C88,P28,2025-05-26,2025-05-27,2,Kuda
S1326,C57,P40,2025-05-17,2025-05-18,5,Paystack
S1327,C226,P14,2025-04-19,2025-04-24,2,PalmPay
S1328,C242,P43,2025-08-04,2025-08-12,5,Google Pay
S1329,C98,P14,2025-02-12,2025-02-21,4,USSD
S1330,C144,P54,2025-02-09,2025-02-19,2,Gift Card
S1331,C284,P06,2025-06-06,2025-06-08,5,Google Pay
S1332,C11,P16,2025-07-14,2025-07-17,5,Gift Card
S1333,C187,P38,2025-06-15,2025-06-22,1,Moniepoint
S1334,C268,P51,2025-05-15,2025-05-22,2,Flutterwave
S1335,C150,P54,2025-10-26,2025-11-01,3,Google Pay
S1336,C06,P55,2025-11-13,2025-11-17,5,PalmPay
S1337,C131,P25,2025-12-16,,5,Bank Transfer
S1338,C43,P67,2025-10-04,2025-10-08,4,PalmPay
S1339,C128,P32,2025-11-01,2025-11-08,5,PayPal
S1340,C276,P26,2025-01-24,2025-01-30,4,Flutterwave
S1341,C123,P46,2025-05-27,2025-06-06,5,Bank Transfer
S1342,C95,P63,2025-05-11,2025-05-12,2,Gift Card
S1343,C216,P02,2025-07-06,2025-07-08,5,Paystack
S1344,C110,P07,2025-12-02,2025-12-04,1,Bank Transfer
S1345,C251,P65,2025-02-14,2025-02-21,4,Moniepoint
S1346,C103,P60,2025-02-16,,1,PalmPay
S1347,C272,P58,2025-09-27,,3,OPay
S1348,C285,P15,2025-05-21,2025-05-31,2,Kuda
S1349,C144,P44,2025-08-10,2025-08-15,2,Bank Transfer
S1350,C91,P36,2025-05-14,2025-05-16,5,Kuda
S1351,C99,P01,2025-10-03,2025-10-11,3,PalmPay
S1352,C94,P57,2025-09-24,2025-09-29,3,USSD
S1353,C219,P44,2025-04-04,2025-04-08,5,Kuda
S1354,C105,P28,2025-07-08,2025-07-09,5,Paystack
S1355,C270,P24,2025-10-13,2025-10-17,4,Bank Transfer
S1356,C196,P70,2025-08-30,2025-09-07,2,PalmPay
S1357,C278,P61,2025-07-08,2025-07-12,4,Debit Card
S1358,C242,P22,2025-12-16,2025-12-24,5,OPay
S1359,C297,P43,2025-06-20,2025-06-27,1,Debit Card
S1360,C161,P35,2025-06-17,2025-06-24,2,Flutterwave
S1361,C128,P41,2025-07-04,2025-07-08,4,Moniepoint
S1362,C221,P46,2025-07-09,2025-07-11,1,Paystack
S1363,C11,P43,2025-05-25,2025-05-27,3,Paystack
S1364,C128,P64,2025-09-27,,5,Kuda
S1365,C05,P62,2025-12-04,2025-12-13,5,Bank Transfer
S1366,C28,P28,2025-03-09,2025-03-14,1,PalmPay
S1367,C171,P12,2025-10-21,,2,Debit Card
S1368,C157,P38,2025-11-16,2025-11-21,5,Moniepoint
S1369,C270,P34,2025-03-13,2025-03-19,2,Bank Transfer
S1370,C10,P58,2025-03-02,2025-03-09,1,Kuda
S1371,C103,P41,2025-12-15,2025-12-19,4,Bank Transfer
S1372,C229,P29,2025-04-21,2025-04-30,3,Flutterwave
S1373,C196,P21,2025-02-20,2025-02-26,5,Kuda
S1374,C124,P10,2025-03-26,2025-03-30,5,Flutterwave
S1375,C16,P65,2025-10-30,2025-10-31,3,USSD
S1376,C06,P44,2025-12-14,2025-12-18,3,Moniepoint
S1377,C197,P59,2025-11-22,,5,Moniepoint
S1378,C186,P47,2025-09-04,,5,OPay
S1379,C300,P40,2025-07-03,2025-07-07,5,USSD
S1380,C98,P54,2025-08-07,2025-08-10,3,Debit Card
S1381,C150,P12,2025-02-22,,2,Debit Card
S1382,C84,P05,2025-03-29,2025-04-07,4,PalmPay
S1383,C186,P06,2025-03-12,2025-03-21,5,Bank Transfer
S1384,C219,P58,2025-12-24,2025-12-27,5,Apple Pay
S1385,C213,P51,2025-06-21,2025-06-26,2,Google Pay
S1386,C130,P01,2025-07-24,2025-07-29,4,PayPal
S1387,C06,P27,2025-07-19,,2,Moniepoint
S1388,C125,P51,2025-09-04,2025-09-05,2,Paystack
S1389,C118,P24,2025-01-17,2025-01-26,5,Apple Pay
S1390,C208,P23,2025-06-09,2025-06-16,5,OPay
S1391,C114,P21,2025-06-21,2025-06-26,3,Gift Card
S1392,C213,P19,2025-01-06,2025-01-10,1,USSD
S1393,C119,P65,2025-04-13,2025-04-19,4,Paystack
S1394,C272,P63,2025-09-17,2025-09-24,1,USSD
S1395,C246,P37,2025-09-19,2025-09-22,2,USSD
S1396,C239,P09,2025-02-24,2025-03-01,5,Bank Transfer
S1397,C157,P57,2025-09-11,2025-09-14,3,OPay
S1398,C288,P17,2025-07-02,,3,OPay
S1399,C55,P55,2025-10-26,2025-10-29,5,OPay
S1400,C70,P15,2025-02-02,2025-02-10,5,PalmPay
S1401,C158,P52,2025-11-19,2025-11-27,3,Flutterwave
S1402,C61,P45,2025-04-24,2025-05-01,3,Kuda
S1403,C159,P17,2025-09-01,2025-09-05,1,OPay
S1404,C280,P58,2025-10-20,2025-10-22,5,Moniepoint
S1405,C229,P43,2025-06-23,2025-06-30,3,Google Pay
S1406,C248,P46,2025-06-02,2025-06-05,5,Flutterwave
S1407,C34,P39,2025-11-12,2025-11-20,5,Gift Card
S1408,C134,P37,2025-03-12,2025-03-21,1,USSD
S1409,C212,P65,2025-07-24,2025-07-28,1,Google Pay
S1410,C94,P36,2025-01-24,,3,Kuda
S1411,C06,P20,2025-01-28,2025-01-29,3,Moniepoint
S1412,C228,P49,2025-11-02,2025-11-05,5,Paystack
S1413,C288,P66,2025-08-28,2025-08-30,5,Moniepoint
S1414,C111,P54,2025-03-20,2025-03-28,2,Apple Pay
S1415,C148,P31,2025-08-02,2025-08-09,4,Flutterwave
S1416,C68,P27,2025-05-27,2025-06-01,2,Moniepoint
S1417,C194,P58,2025-05-10,,4,Flutterwave
S1418,C125,P56,2025-06-23,2025-06-30,2,OPay
S1419,C209,P60,2025-08-30,2025-09-08,1,Gift Card
S1420,C33,P65,2025-06-26,2025-06-28,5,Kuda
S1421,C108,P11,2025-08-18,2025-08-28,3,Debit Card
S1422,C197,P53,2025-08-14,2025-08-23,5,Bank Transfer
S1423,C209,P60,2025-09-06,2025-09-13,5,Gift Card
S1424,C35,P61,2025-07-22,2025-07-25,1,Paystack
S1425,C209,P66,2025-09-27,,4,Apple Pay
S1426,C195,P28,2025-04-26,2025-05-06,5,Kuda
S1427,C116,P60,2025-06-25,2025-06-27,3,PalmPay
S1428,C94,P56,2025-08-24,2025-09-02,5,USSD
S1429,C297,P49,2025-05-15,2025-05-21,1,Moniepoint
S1430,C247,P23,2025-07-21,2025-07-22,5,Moniepoint
S1431,C29,P39,2025-09-21,2025-10-01,2,PayPal
S1432,C219,P50,2025-02-15,2025-02-21,2,Bank Transfer
S1433,C99,P35,2025-04-07,2025-04-12,4,Apple Pay
S1434,C182,P21,2025-09-24,,4,Bank Transfer
S1435,C195,P20,2025-11-25,2025-11-26,4,Apple Pay
S1436,C216,P70,2025-12-12,,1,Moniepoint
S1437,C293,P44,2025-06-22,,1,Debit Card
S1438,C51,P16,2025-09-13,,1,Apple Pay
S1439,C134,P56,2025-04-25,2025-05-05,5,Kuda
S1440,C06,P40,2025-04-30,,3,PayPal
S1441,C95,P58,2025-11-07,,4,Kuda
S1442,C101,P69,2025-01-15,2025-01-21,4,PayPal
S1443,C294,P65,2025-12-06,2025-12-07,2,Moniepoint
S1444,C81,P37,2025-10-19,2025-10-24,3,Paystack
S1445,C106,P27,2025-10-24,2025-11-03,1,Debit Card
S1446,C276,P27,2025-07-16,2025-07-20,5,Gift Card
S1447,C02,P30,2025-03-05,,1,Gift Card
S1448,C252,P56,2025-06-29,2025-07-08,4,PalmPay
S1449,C159,P50,2025-06-15,2025-06-23,3,Google Pay
S1450,C224,P64,2025-06-08,2025-06-09,1,Moniepoint
S1451,C272,P11,2025-07-23,,1,PalmPay
S1452,C189,P27,2025-06-24,,4,Flutterwave
S1453,C186,P22,2025-02-15,,3,Debit Card
S1454,C218,P17,2025-03-31,2025-04-09,1,PalmPay
S1455,C234,P14,2025-10-16,2025-10-22,2,Apple Pay
S1456,C282,P36,2025-08-28,2025-09-04,1,OPay
S1457,C126,P51,2025-12-14,,2,Apple Pay
S1458,C90,P55,2025-07-11,2025-07-14,4,Google Pay
S1459,C73,P33,2025-06-25,2025-06-28,3,PalmPay
S1460,C51,P44,2025-12-02,2025-12-07,2,Debit Card
S1461,C133,P32,2025-05-07,2025-05-14,2,PayPal
S1462,C131,P32,2025-04-21,2025-04-27,3,OPay
S1463,C86,P68,2025-04-30,2025-05-05,3,Gift Card
S1464,C61,P02,2025-03-03,2025-03-06,2,Flutterwave
S1465,C43,P64,2025-10-22,,1,Bank Transfer
S1466,C117,P10,2025-02-10,2025-02-13,5,Google Pay
S1467,C159,P24,2025-05-30,2025-06-08,4,Paystack
S1468,C103,P61,2025-03-10,2025-03-18,5,Moniepoint
S1469,C110,P60,2025-08-24,2025-08-29,3,Paystack
S1470,C258,P31,2025-09-08,2025-09-10,4,Gift Card
S1471,C75,P50,2025-04-23,2025-04-27,4,Apple Pay
S1472,C270,P55,2025-05-10,,1,Bank Transfer
S1473,C196,P47,2025-03-29,2025-04-08,4,Moniepoint
S1474,C108,P28,2025-08-09,2025-08-18,1,Apple Pay
